Mã_tin,Tiêu_đề,Đường,Quận,Thành_phố,Diện_tích,Giá,Pháp_lý,Số_phòng_ngủ,Số_phòng_toilet,Ngày_đăng,Mô_tả,chi_tiet_link
120856,Bán tòa nhà mặt tiền 1 hầm 3 lầu 11x25m giá 33 tỷ Đường Lê Thị Riêng,Lê Thị Riêng,Quận 12,Hồ Chí Minh,275 m²,33 tỷ,Sổ đỏ/ Sổ hồng,8 phòng,8 phòng,29/09/2024,"💰BÁN TOÀ NHÀ MẶT TIỀN LÊ THỊ RIÊNG ĐƯỜNG 40M CÓ VĨA HÈ 12M P.THỚI AN, QUẬN 12 (VỊ TRÍ VIP - SÁT BÊN UBND QUẬN)",https://batdongsan.vn/ban-toa-nha-mat-tien-1-ham-3-lau-11x25m-gia-33-ty-duong-le-thi-rieng-r120856
120859,"BÁN NHÀ MẶT TIỀN QUỐC LỘ 13, PHƯỜNG 16, QUẬN BÌNH THẠNH, TP HCM, GẦN QUẬN 1, GIÁ LÀ 25 TỶ",Quốc Lộ 13,Bình Thạnh,Hồ Chí Minh,,25 tỷ,Sổ đỏ/ Sổ hồng,,,29/09/2024,"Gần quận nhất, gần trung tâm, gần sân bay, mặt tiền quốc lộ lớn",https://batdongsan.vn/ban-nha-mat-tien-quoc-lo-13-phuong-16-quan-binh-thanh-tp-hcm-gan-quan-1-gia-la-25-ty-r120859
120862,"Chính chủ gửi Bán nhà mặt tiền cực rộng , cách sát mặt tiền Cách Mạng Tháng Tám 5m P15 Q10 . Hẻm",Cách Mạng Tháng Tám,Quận 10,Hồ Chí Minh,38 m²,5 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,,,29/09/2024,**Vị trí:,https://batdongsan.vn/chinh-chu-gui-ban-nha-mat-tien-cuc-rong-cach-sat-mat-tien-cach-mang-thang-tam-5m-p15-q10-hem-r120862
120863,"BÁN NHÀ HOÀNG QUỐC VIỆT- 3 THOÁNG- DÂN CƯ VĂN MINH LỊCH SỰ. DIỆN TÍCH 60M, GIÁ 13,9 TỶ",Hoàng Quốc Việt,Cầu Giấy,Hà Nội,60 m²,13 tỷ 900 triệu,Sổ đỏ/ Sổ hồng,5 phòng,2 phòng,29/09/2024,Mô Tả:,https://batdongsan.vn/ban-nha-hoang-quoc-viet-3-thoang-dan-cu-van-minh-lich-su-dien-tich-60m-gia-139-ty-r120863
120864,"CHÍNH CHỦ CẦN B.ÁN NHÀ #KIM_GIANG 36M X 3 TẦNG, MT 3.4M  GI.Á NHỈNH 4 tỷ.",Kim Giang,Hoàng Mai,Hà Nội,36 m²,4 tỷ 680 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,29/09/2024,"CHÍNH CHỦ CẦN B.ÁN NHÀ #KIM_GIANG 36M X 3 TẦNG, MT 3.4M GI.Á NHỈNH 4 tỷ.",https://batdongsan.vn/chinh-chu-can-ban-nha-kim-giang-36m-x-3-tang-mt-34m-gia-nhinh-4-ty-r120864
120865,Bán Nhà  Huỳnh Văn Nghệ Quận Tân Bình Phường 15.,Huỳnh Văn Nghệ,Tân Bình,Hồ Chí Minh,43 m²,4 tỷ 980 triệu,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,29/09/2024,Bán Nhà  Huỳnh Văn Nghệ Quận Tân Bình Phường 15.,https://batdongsan.vn/ban-nha-huynh-van-nghe-quan-tan-binh-phuong-15-r120865
120867,"Bán nhà Phố Nguyễn Lương bằng, Ô TÔ TRÁNH, KINH DOANH, 105M2 x 4.2m mặt tiền x nhỉnh 26 tỷ.",Nguyễn Lương Bằng,Đống Đa,Hà Nội,105 m²,26 tỷ,Sổ đỏ/ Sổ hồng,3 phòng,,29/09/2024,"Bán nhà Phố Nguyễn Lương bằng, Ô TÔ TRÁNH, KINH DOANH, 105M2 x 4.2m mặt tiền x nhỉnh 26 tỷ.",https://batdongsan.vn/ban-nha-pho-nguyen-luong-bang-o-to-tranh-kinh-doanh-105m2-x-42m-mat-tien-x-nhinh-26-ty-r120867
120868,Bán Nhà Mặt Tiền Cách Mạng Tháng 8 Quận Tân Bình Phường 7.,Cách Mạng Tháng Tám,Tân Bình,Hồ Chí Minh,42 m²,12 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,29/09/2024,Bán Nhà Mặt Tiền Cách Mạng Tháng 8 Quận Tân Bình Phường 7.,https://batdongsan.vn/ban-nha-mat-tien-cach-mang-thang-8-quan-tan-binh-phuong-7-r120868
120869,"NHÀ CỰC ĐẸP, AN SINH ĐỈNH. PHỐ VIP, HOÀNG QUỐC VIỆT. 20m OTO TRÁNH..DIỆN TÍCH 45M, GIÁ 9,3 TỶ",10,An Dương,Hải Phòng,45 m²,9 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,6 phòng,7 phòng,29/09/2024,Vị Trí đẹp,https://batdongsan.vn/nha-cuc-dep-an-sinh-dinh-pho-vip-hoang-quoc-viet-20m-oto-tranhdien-tich-45m-gia-93-ty-r120869
120870,BIỆT THỰ SÂN VƯỜN - NHÀ PHỐ TỨ LIÊN - Ô TÔ VÀI CHIẾC- 5 PHÚT HỒ TÂY - MẶT TIỀN CỰC VIP,Tứ Liên,Tây Hồ,Hà Nội,225 m²,56 tỷ 300 triệu,,,,29/09/2024,"Nhà em bán tại phố TỨ LIÊN , Tây Hồ, Hà Nội",https://batdongsan.vn/biet-thu-san-vuon-nha-pho-tu-lien-o-to-vai-chiec-5-phut-ho-tay-mat-tien-cuc-vip-r120870
120871,HOÀNG QUỐC VIỆT- CẦU GIẤY - PHÂN LÔ Ô TÔ - SÁT MẶT PHỐ 72M2 CHỈ 15 TỶ,Hoàng Quốc Việt,Cầu Giấy,Hà Nội,72 m²,15 tỷ,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,29/09/2024,Mô Tả:,https://batdongsan.vn/hoang-quoc-viet-cau-giay-phan-lo-o-to-sat-mat-pho-72m2-chi-15-ty-r120871
120999,"BÁN NHÀ 5 TẦNG GẦN SỞ CÔNG THƯƠNG, 57M2, NGÕ THÔNG, 2 THOÁNG. 8,7 TỶ",Khúc Thừa Dụ,Cầu Giấy,Hà Nội,57 m²,8 tỷ 700 triệu,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,01/10/2024,"+  Anh Phương - cán bộ Sở bán nhà để chuyển sang căn to hơn, tiện lợi hơn cho công việc.",https://batdongsan.vn/ban-nha-5-tang-gan-so-cong-thuong-57m2-ngo-thong-2-thoang-87-ty-r120999
121001,"CHỦ CẦN TIỀN BÁN GẤP NHÀ PHÚ DIỄN, DT 55M GIÁ NHỈNH 4,6 TỶ, NGÕ THÔNG, AN NINH TỐT, DÂN TRÍ CAO",Phú Diễn,Bắc Từ Liêm,Hà Nội,55 m²,0000,Sổ đỏ/ Sổ hồng,,,01/10/2024,"CHỦ CẦN TIỀN BÁN GẤP NHÀ PHÚ DIỄN, DT 55M GIÁ NHỈNH 4,6 TỶ, NGÕ THÔNG, AN NINH TỐT, DÂN TRÍ CAO",https://batdongsan.vn/chu-can-tien-ban-gap-nha-phu-dien-dt-55m-gia-nhinh-46-ty-ngo-thong-an-ninh-tot-dan-tri-cao-r121001
121002,"BÁN TOÀ NHÀ MT LÊ THỊ RIÊNG ĐƯỜNG 40M CÓ VĨA HÈ THỚI AN, Q12 (SÁT UBND)",Lê Thị Riêng,Quận 12,Hồ Chí Minh,275 m²,33 tỷ,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,01/10/2024,"BÁN TOÀ NHÀ MẶT TIỀN LÊ THỊ RIÊNG ĐƯỜNG 40M CÓ VĨA HÈ 12M P.THỚI AN, QUẬN 12 (VỊ TRÍ VIP - SÁT BÊN UBND QUẬN)",https://batdongsan.vn/ban-toa-nha-mt-le-thi-rieng-duong-40m-co-via-he-thoi-an-q12-sat-ubnd-r121002
121004,"PHÚ THỌ HÒA- TÂN PHÚ- 4,2x13- 4 TẦNG- 4PN- SÂN THƯỢNG- CHÀO CHỈ 6,3 TỶ ( TL)",1,Tân Phú,Hồ Chí Minh,55 m²,6 tỷ 300 triệu,Sổ đỏ/ Sổ hồng,,,01/10/2024,"PHÚ THỌ HÒA- TÂN PHÚ- 4,2x13- 4 TẦNG- 4PN- SÂN THƯỢNG- CHÀO CHỈ 6,3 TỶ ( TL)",https://batdongsan.vn/phu-tho-hoa-tan-phu-42x13-4-tang-4pn-san-thuong-chao-chi-63-ty-tl-r121004
121006,TRỊNH ĐÌNH TRỌNG- TÂN PHÚ- 5x12- 3 TẦNG- 3 PN MASTER- SÂN THƯỢNG- CHÀO CHỈ 8 TỶ( Thương Lượng),1,Tân Phú,Hồ Chí Minh,60 m²,8 tỷ,Sổ đỏ/ Sổ hồng,,,01/10/2024,TRỊNH ĐÌNH TRỌNG- TÂN PHÚ- 5x12- 3 TẦNG- 3 PN MASTER- SÂN THƯỢNG- CHÀO CHỈ 8 TỶ( Thương Lượng),https://batdongsan.vn/trinh-dinh-trong-tan-phu-5x12-3-tang-3-pn-master-san-thuong-chao-chi-8-ty-thuong-luong-r121006
121007,"THOẠI NGỌC HẦU- TÂN PHÚ-  4,3x12- Ô TÔ NGỦ NHÀ- 5 TẦNG- SÂN THƯỢNG- 6 PN - CHÀO CHỈ 7,45 TỶ(",Thoại Ngọc Hầu,Tân Phú,Hồ Chí Minh,48 m²,7 tỷ,Sổ đỏ/ Sổ hồng,,,01/10/2024,"THOẠI NGỌC HẦU- TÂN PHÚ-  4,3x12- Ô TÔ NGỦ NHÀ- 5 TẦNG- SÂN THƯỢNG- 6 PN - CHÀO CHỈ 7,45 TỶ( THƯƠNG LƯỢNG).",https://batdongsan.vn/thoai-ngoc-hau-tan-phu-43x12-o-to-ngu-nha-5-tang-san-thuong-6-pn-chao-chi-745-ty-r121007
121008,TRUNG TÂM HÀ NỘI - KHU BÁCH KINH XÂY - MỘT BƯỚC RA PHỐ - BÁN ĐẤT TẶNG NHÀ - GIÁ RẺ NHƯ CHO - KHÁCH,Phố Vọng,Hai Bà Trưng,Hà Nội,88 m²,8 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,01/10/2024,"+Nhà: 88 m2 x 4 tầng giá chào 8,2 tỷ.",https://batdongsan.vn/trung-tam-ha-noi-khu-bach-kinh-xay-mot-buoc-ra-pho-ban-dat-tang-nha-gia-re-nhu-cho-khach-r121008
121009,"🏡2 TẦNG ĐÚC 43M2 - Chỉ 2,75 Tỷ, Dtsd 4m x 10,65m. Tân Chánh Hiệp 35.Quận 12",Tân Chánh Hiệp 35,Quận 12,Hồ Chí Minh,43 m²,2 tỷ 750 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,01/10/2024,"🔥CHỦ GẤP BÁN🏡2 TẦNG ĐÚC 43M2 - Chỉ 2,75 Tỷ, Dtsd 4m x 10,65m. Tân Chánh Hiệp 35. Hẻm 3 gác. Ngay Phần mềm Quang Trung. Sổ hồng riêng, không quy hoạch, không lộ giới. Được các ngân hàng lớn hỗ trợ vay 2 tỷ. Sổ đang vay bank 1tỷ4.",https://batdongsan.vn/2-tang-duc-43m2-chi-275-ty-dtsd-4m-x-1065m-tan-chanh-hiep-35quan-12-r121009
121010,"HIẾM!LÔ GÓC NGỌC LÂM,LONG BIÊN DT50M x MT 4.5M NGỖ THÔNG Ô TÔ VÀO NHÀ GIÁ NHỈNH 9 TỶ",Ngọc Lâm,Long Biên,Hà Nội,50 m²,9 tỷ 050 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,01/10/2024,"HIẾM!LÔ GÓC NGỌC LÂM,LONG BIÊN DT50M x MT 4.5M NGỖ THÔNG Ô TÔ VÀO NHÀ GIÁ NHỈNH 9 TỶ",https://batdongsan.vn/hiemlo-goc-ngoc-lamlong-bien-dt50m-x-mt-45m-ngo-thong-o-to-vao-nha-gia-nhinh-9-ty-r121010
121012,vào sài gòn ở tôi bán gấp nhà lô góc ô tô tránh 69m2 ngay xa la giá hơn 7 tỷ có thương lượng,cầu bươu,Thanh Trì,Hà Nội,69 m²,7 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,01/10/2024,"- nhà kiến trúc sư thiết kế phong cách tây gồm 3 tầng 2 ngủ có thể sửa thành 3 ngủ,  2vs có tầng lửng",https://batdongsan.vn/vao-sai-gon-o-toi-ban-gap-nha-lo-goc-o-to-tranh-69m2-ngay-xa-la-gia-hon-7-ty-co-thuong-luong-r121012
121013,BÁN NHÀ 5 TẦNG TẠI PHÚ DIỄN - NỞ HẬU - GẦN PHỐ - GIÁ TỐT - CẠNH ĐH TÀI NGUYÊN - HƠN 5 TỶ,Phú Diễn,Bắc Từ Liêm,Hà Nội,33 m²,5 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,01/10/2024,Phú Diễn DIỆN TÍCH :30M2,https://batdongsan.vn/ban-nha-5-tang-tai-phu-dien-no-hau-gan-pho-gia-tot-canh-dh-tai-nguyen-hon-5-ty-r121013
121014,BÁN NHÀ TRUNG TÂM QUẬN CẦU GIẤY Ô TÔ ĐỖ CỬA KINH DOANH SẦM UẤT VỪA Ở VỪA CHO THUÊ CHỈ  13 TỶ,Cầu Giấy,Cầu Giấy,Hà Nội,46 m²,13 tỷ,Sổ đỏ/ Sổ hồng,8 phòng,8 phòng,01/10/2024,KINH DOANH SẦM UẤT- OTO ĐỖ- VỊ TRÍ HIẾM QUẬN CẦU GIẤY,https://batdongsan.vn/ban-nha-trung-tam-quan-cau-giay-o-to-do-cua-kinh-doanh-sam-uat-vua-o-vua-cho-thue-chi-13-ty-r121014
121016,"BÁN NHÀ TÔN THẤT THUYẾT, PHƯỜNG 16, QUẬN 4 - 91M² - 3 TẦNG - NHỈNH 6 TỶ.",Tôn Thất Thuyết,Quận 4,Hồ Chí Minh,91 m²,6 tỷ 400 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,01/10/2024,"🏠 [Quận 4] TÔN THẤT THUYẾT, PHƯỜNG 16, QUẬN 4 - 91M² - 3 TẦNG - NHỈNH 6 TỶ.",https://batdongsan.vn/ban-nha-ton-that-thuyet-phuong-16-quan-4-91m2-3-tang-nhinh-6-ty-r121016
121017,"BÁN NHÀ PHÂN LÔ THÁI HÀ, ĐỐNG ĐA, DÂN TRÍ CAO, CÁCH Ô TÔ 20M, 63M2, CHỈ 10,5 TỶ",Thái Hà,Đống Đa,Hà Nội,63 m²,10 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,01/10/2024,"+ Diện tích 63m², 5 tầng, mặt tiền 4,8m, giá 10,5 tỷ. Chủ nhà cần bán gấp nên thương lượng mạnh.",https://batdongsan.vn/ban-nha-phan-lo-thai-ha-dong-da-dan-tri-cao-cach-o-to-20m-63m2-chi-105-ty-r121017
121019,"Bán nhà mặt 3 tầng 5x25m giá 12 tỷ Đường Nguyễn Thị Đặng, Quận 12",Nguyễn Thị Đặng,Quận 12,Hồ Chí Minh,125 m²,12 tỷ,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,01/10/2024,Giá tốt Nhà Mặt tiền Nguyễn Thị Đặng. Quận 12,https://batdongsan.vn/ban-nha-mat-3-tang-5x25m-gia-12-ty-duong-nguyen-thi-dang-quan-12-r121019
121020,"Bán nhà mặt tiền 2 tầng 4x25m giá 6,5 tỷ Đường Đông Hưng Thuận 6",Đông Hưng Thuận 6,Quận 12,Hồ Chí Minh,100 m²,6 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,01/10/2024,"Nhà mặt tiền DHT06, P.Đông Hưng Thuận, Q.12",https://batdongsan.vn/ban-nha-mat-tien-2-tang-4x25m-gia-65-ty-duong-dong-hung-thuan-6-r121020
121021,"Bán nhà 6 tầng thang máy phố Thái Hà – Khu dân trí cao, ngõ ô tô tránh, 39m2, giá 10 tỷ",Thái Hà,Đống Đa,Hà Nội,39 m²,10 tỷ,Sổ đỏ/ Sổ hồng,6 phòng,6 phòng,01/10/2024,"+ Diện tích 39m², mặt tiền 5,5m, nhà xây 6 tầng, có thang máy và nội thất xịn.",https://batdongsan.vn/ban-nha-6-tang-thang-may-pho-thai-ha-khu-dan-tri-cao-ngo-o-to-tranh-39m2-gia-10-ty-r121021
121022,SIÊU PHẨM 4 TẦNG - LÔ GÓC 2 MẶT TIỀN HẺM XE HƠI THÔNG - 70M2 - NHỈNH 6 TỶ,Huỳnh Tấn Phát,Quận 7,Hồ Chí Minh,70 m²,6 tỷ 700 triệu,Sổ đỏ/ Sổ hồng,5 phòng,5 phòng,01/10/2024,🏠[Quận 7] 🔥 SIÊU PHẨM 4 TẦNG - LÔ GÓC 2 MẶT TIỀN HẺM XE HƠI THÔNG - 70M2 - VỪA Ở VỪA CHO THUÊ DÒNG TIỀN ỔN ĐỊNH - HUỲNH TẤN PHÁT QUẬN 7 - NHỈNH 6 TỶ.,https://batdongsan.vn/sieu-pham-4-tang-lo-goc-2-mat-tien-hem-xe-hoi-thong-70m2-nhinh-6-ty-r121022
121023,"Đất mới, Nhà 3 Tầng, DT 4x15M, 3 Phòng ngủ, Hẻm OTO, Mới đẹp ở ngay, chỉ 5Txxx",Đất mới,Bình Tân,Hồ Chí Minh,60 m²,5 tỷ 350 triệu,Sổ đỏ/ Sổ hồng,4 phòng,,01/10/2024,👉 GIẢM 100TR - GIÁ 5×TỶ,https://batdongsan.vn/dat-moi-nha-3-tang-dt-4x15m-3-phong-ngu-hem-oto-moi-dep-o-ngay-chi-5txxx-r121023
121024,"Gia chủ làm ăn có lộc đổi nhà mới, bán nhà Nguyễn An Ninh chỉ hơn 6 tỷ có TL",Trương Định,Hoàng Mai,Hà Nội,40 m²,6 tỷ 400 triệu,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,01/10/2024,NHÀ 2 MẶT THOÁNG VĨNH VIỄN - THIẾT KẾ CỰC ĐẸP - Ở NGAY - KINH DOANH CHO THUÊ TỐT - Ô TÔ ĐỖ - NGÕ THÔNG,https://batdongsan.vn/gia-chu-lam-an-co-loc-doi-nha-moi-ban-nha-nguyen-an-ninh-chi-hon-6-ty-co-tl-r121024
121025,"CĂN 2 MẶT TIỀN ( 60M2 ) - 4×15M - 3 PHÒNG NGỦ - HẺM THÔNG XE HƠI VÀO NHÀ - NHỈNH 5t, Nhà đang cho",Đình Nghi Xuân,Bình Tân,Hồ Chí Minh,60 m²,5 tỷ 500 triệu,Sổ đỏ/ Sổ hồng,3 phòng,,01/10/2024,💥 MUA NGAY CĂN 2 MẶT TIỀN ( 60M2 ) - 4×15M - 3 PHÒNG NGỦ - HẺM THÔNG XE HƠI VÀO NHÀ - NHỈNH #5_T_Ỷ_XÍU 💵💵,https://batdongsan.vn/can-2-mat-tien-60m2-415m-3-phong-ngu-hem-thong-xe-hoi-vao-nha-nhinh-5t-nha-dang-cho-r121025
121026,Ô tô đỗ cửa – full nội thất – khu vực vip toàn tướng tá quân đội tại đường Láng,1150 đường Láng,Đống Đa,Hà Nội,45 m²,12 tỷ 480 triệu,Sổ đỏ/ Sổ hồng,5 phòng,5 phòng,01/10/2024,43/45m² 5 tầng MT 3.5m với ngõ nông và ô tô đỗ cửa chỉ 12.48 tỷ,https://batdongsan.vn/o-to-do-cua-full-noi-that-khu-vuc-vip-toan-tuong-ta-quan-doi-tai-duong-lang-r121026
121028,"🫴TÂN PHÚ, 2 TẦNG ĐÚC - DT 50m2 (4×13M) - Ôtô TỚI NHÀ - SÁT MẶT TIỀN - SÁT AEON - CHỈ 4.8TỶ (TL)",gò dầu,Tân Phú,Hồ Chí Minh,50 m²,4 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,2 phòng,,01/10/2024,"🫴TÂN PHÚ, 2 TẦNG ĐÚC - DT 50m2 (4×13M) - Ôtô TỚI NHÀ - SÁT MẶT TIỀN - SÁT AEON - CHỈ 4.8TỶ (TL)",https://batdongsan.vn/tan-phu-2-tang-duc-dt-50m2-413m-oto-toi-nha-sat-mat-tien-sat-aeon-chi-48ty-tl-r121028
121030,"NHÀ GIÁ BAO ĐẦU TƯ HẺM NHỰA 5M THÔNG XE HƠI TRÁNH TÂN CHÁNH HIỆP 3, Q12",Tân Chánh Hiệp 3,Quận 12,Hồ Chí Minh,76 m²,4 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,01/10/2024,HÀNG MỚI CỨNG - BAO ĐẦU TƯ,https://batdongsan.vn/nha-gia-bao-dau-tu-hem-nhua-5m-thong-xe-hoi-tranh-tan-chanh-hiep-3-q12-r121030
121032,"💥BÁN NHÀ ĐƯỜNG LÊ VĂN QUỚI, NGAY NGÃ TƯ BỐN XÃ - HẺM XE TẢI - 7,6MX14M - 6.7 TỶ",Lê Văn Quới,Bình Tân,Hồ Chí Minh,106 m²,6 tỷ 700 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,01/10/2024,+ Hẻm xe tải vô nhà. Đ. Lê Văn Quới.,https://batdongsan.vn/ban-nha-duong-le-van-quoi-ngay-nga-tu-bon-xa-hem-xe-tai-76mx14m-67-ty-r121032
121033,"Bán nhà Hẻm xe hơi, 4x11m, 3PN, giá 5.x tỷ",Nguyễn Văn Khối,Gò Vấp,Hồ Chí Minh,54 m²,5 tỷ 009 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,01/10/2024,"Bán nhà ngay #NGUYỄN_VĂN_KHỐI, #4x11m, giá nhỉnh 5 tỷ",https://batdongsan.vn/ban-nha-hem-xe-hoi-4x11m-3pn-gia-5x-ty-r121033
121036,"MẶT TIỀN ĐƯỜNG NGUYỄN CƯ TRINH, QUẬN 1 - 74 M2 - VỊ TRÍ ĐẸP - GIÁ CŨNG ĐẸP",NGUYỄN CƯ TRINH,Quận 1,Hồ Chí Minh,93 m²,22 tỷ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,01/10/2024,Bán vị trí đẹp mặt tiền đường Nguyễn Cư Trinh Quận 1,https://batdongsan.vn/mat-tien-duong-nguyen-cu-trinh-quan-1-74-m2-vi-tri-dep-gia-cung-dep-r121036
121037,"Chính chủ gửi bán đất đấu giá x2 Đồng Nhân, Hải Bối  80m2 phân lô vỉa hè ô tô tránh, 5p sang phố",Cổ Điển,Đông Anh,Hà Nội,80 m²,11 tỷ 200 triệu,Sổ đỏ/ Sổ hồng,,,01/10/2024,"Chính chủ gửi bán đất đấu giá x2 Đồng Nhân, Hải Bối  80m2 phân lô vỉa hè ô tô tránh, 5p sang phố giá 140tr/m.",https://batdongsan.vn/chinh-chu-gui-ban-dat-dau-gia-x2-dong-nhan-hai-boi-80m2-phan-lo-via-he-o-to-tranh-5p-sang-pho-r121037
121041,5.45 TỶ - KV. LÊ VĂN SỸ PHÚ NHUẬN – HẺM TRƯỚC NHÀ 6M – 4 TẦNG 3 PN – 20M RA MẶT TIỀN TRẦN HỮU,Trần Hữu Trang,Phú Nhuận,Hồ Chí Minh,33 m²,5 tỷ 450 triệu,Sổ đỏ/ Sổ hồng,3 phòng,4 phòng,01/10/2024,5.45 TỶ - KV. LÊ VĂN SỸ PHÚ NHUẬN – HẺM TRƯỚC NHÀ 6M – 4 TẦNG 3 PN – 20M RA MẶT TIỀN TRẦN HỮU TRANG (NỞ HẬU VUÔNG ĐẸP),https://batdongsan.vn/545-ty-kv-le-van-sy-phu-nhuan-hem-truoc-nha-6m-4-tang-3-pn-20m-ra-mat-tien-tran-huu-r121041
121042,NHÀ MỚI HOÀN CÔNG THIẾT KẾ SANG TRỌNG . GIÁ CẢ HỢP LÍ,BÌNH CHÁNH,Bình Chánh,Hồ Chí Minh,100 m²,939 triệu,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,01/10/2024,NHÀ MỚI HOÀN CÔNG THIẾT KẾ SANG TRỌNG . GIÁ CẢ HỢP LÍ,https://batdongsan.vn/nha-moi-hoan-cong-thiet-ke-sang-trong-gia-ca-hop-li-r121042
121043,"PHÂN LÔ_ ÔTÔ TRÁNH _ DT.70M_MT4.5 Xây 7T Thang Máy _ 12,5TỶ **Cách Đại Học Thương Mại 10 phút đi xe",Cầu Diễn,Bắc Từ Liêm,Hà Nội,70 m²,0000,Sổ đỏ/ Sổ hồng,10 phòng,7 phòng,01/10/2024,"+ Nhà toạ lạc trong khu phân lô, ô tô chạy thoải mái.,",https://batdongsan.vn/phan-lo-oto-tranh-dt70m-mt45-xay-7t-thang-may-125ty-cach-dai-hoc-thuong-mai-10-phut-di-xe-r121043
121046,Ngay UBND P7 Gò Vấp - Hẻm 3.5m - DT (3.6 x 10)m - BTCT 4 Tầng,Nguyễn Văn Nghi,Gò Vấp,Hồ Chí Minh,36 m²,4 tỷ 780 triệu,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,01/10/2024,"- Kết cấu: 1trệt, 1lửng, 2lầu sàn bê tông cốt thép , gồm 3pn, 3wc",https://batdongsan.vn/ngay-ubnd-p7-go-vap-hem-35m-dt-36-x-10m-btct-4-tang-r121046
121047,"Bán nhà- Quận 1- Mặt tiền Nguyễn cư trinh- DT 100m2- hiếm, đầu tư cực tốt: 24 Tỷ. LH: 0933910039",Nguyễn Cư Trinh,Quận 1,Hồ Chí Minh,100 m²,24 tỷ,Sổ đỏ/ Sổ hồng,,,01/10/2024,Bán nhà- Quận 1,https://batdongsan.vn/ban-nha-quan-1-mat-tien-nguyen-cu-trinh-dt-100m2-hiem-dau-tu-cuc-tot-24-ty-lh-0933910039-r121047
121048,"3 TẦNG MẶT TIỀN ĐƯỜNG LÝ THƯỜNG KIỆT, QUẬN 10, KHU ĐÔNG ĐỨC MAU BÁN  GÍA: 18.8 tỷ.",lý thường kiệt,Quận 10,Hồ Chí Minh,38 m²,18 tỷ 800 triệu,Sổ đỏ/ Sổ hồng,,,01/10/2024,Mô tả: .,https://batdongsan.vn/3-tang-mat-tien-duong-ly-thuong-kiet-quan-10-khu-dong-duc-mau-ban-gia-188-ty-r121048
121051,Gần Chợ Thạch Đà - Hẻm tầm 6m - (4 x 12)m - BTCT 4 Tầng,Phạm Văn Chiêu,Gò Vấp,Hồ Chí Minh,48 m²,4 tỷ 850 triệu,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,01/10/2024,Chỉ 4.85 thương lượng,https://batdongsan.vn/gan-cho-thach-da-hem-tam-6m-4-x-12m-btct-4-tang-r121051
121052,KHÁCH SẠN PHAN ĐÌNH PHÙNG - GIÁ ĐẦU TƯ - CHỈ 13 TỶ - NGAY TRUNG TÂM TP,Phan Đình Phùng,Đà Lạt,Lâm Đồng,79 m²,13 tỷ,Sổ đỏ/ Sổ hồng,14 phòng,14 phòng,01/10/2024,KHÁCH SẠN PHAN ĐÌNH PHÙNG - GIÁ ĐẦU TƯ - CHỈ 13 TỶ - NGAY TRUNG TÂM TP,https://batdongsan.vn/khach-san-phan-dinh-phung-gia-dau-tu-chi-13-ty-ngay-trung-tam-tp-r121052
121053,"QUẬN 8, BÙI MINH TRỰC - NHÀ NHỈNH 4 TỶ - KẾ KDC BÔNG SAO - HẺM TRƯỚC NHÀ GẦN 4M - CÁCH MT CHỈ 1",Bùi Minh Trực,Quận 8,Hồ Chí Minh,37 m²,4 tỷ 550 triệu,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,01/10/2024,"+ Khu vực cực kỳ sầm uất, cách Chợ Bùi Minh trực 30m, tiện ích xung quanh không thiếu gì. Thuận tiện di chuyển, tiện ích đầy đủ.",https://batdongsan.vn/quan-8-bui-minh-truc-nha-nhinh-4-ty-ke-kdc-bong-sao-hem-truoc-nha-gan-4m-cach-mt-chi-1-r121053
